"Año";"Mes";"División";"Grupo";"Clase";"Subclase";"Producto";"Glosa";"Ponderación";"Índice";"Variación Mensual (%)";"Variación Acumulada (%)";"Variación 12 Meses (%)";"Incidencia Mensual (%)";"Incidencia Acumulada (%)";"Incidencia 12 Meses (%)"
2019;11;7;2;3;1;1;"SERVICIO DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL";0,8548;101,93;0;0,9;;0;0,008;
2019;11;7;2;3;1;2;"SERVICIO DE LAVADO DEL AUTOMÓVIL";0,03766;106,81;0,5;4,9;;0;0,002;
2019;11;7;2;4;;;"OTROS SERVICIOS RELATIVOS A VEHÍCULOS DE TRANSPORTE PERSONAL";1,09965;104,63;0,1;4,9;;0,001;0,053;
2019;11;7;2;4;1;;"SERVICIOS DE ESTACIONAMIENTO";0,2761;101,85;0,2;1,6;;0,001;0,004;
2019;11;7;2;4;1;1;"SERVICIO DE ESTACIONAMIENTO";0,2761;101,85;0,2;1,6;;0,001;0,004;
2019;11;7;2;4;2;;"SERVICIOS RELACIONADOS A LA CIRCULACIÓN DEL VEHÍCULO";0,82355;105,57;0;6;;0;0,049;
2019;11;7;2;4;2;1;"SERVICIO DE PEAJE";0,72502;105,9;0;6,4;;0;0,046;
2019;11;7;2;4;2;2;"LICENCIA DE CONDUCIR";0,02589;103,94;0;2,7;;0;0,001;
2019;11;7;2;4;2;3;"REVISIÓN TÉCNICA DEL AUTOMÓVIL";0,07264;102,82;0;2,2;;0;0,002;
2019;11;7;3;;;;"SERVICIOS DE TRANSPORTE";4,32204;102,25;-1,2;0,3;;-0,052;0,013;
2019;11;7;3;1;;;"TRANSPORTE DE PASAJEROS POR VÍAS URBANAS Y CARRETERAS";2,30383;104;-1,2;-0,4;;-0,028;-0,01;
2019;11;7;3;1;1;;"SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍAS URBANAS";1,81018;106,23;0,1;3,3;;0,002;0,06;
2019;11;7;3;1;1;1;"SERVICIO DE TRANSPORTE EN TAXI COLECTIVO";0,66401;105,98;0;3,1;;0;0,021;
2019;11;7;3;1;1;2;"SERVICIO DE TRANSPORTE EN TAXI";0,33569;105,72;0,4;5,7;;0,001;0,019;
2019;11;7;3;1;1;3;"SERVICIO DE TRANSPORTE ESCOLAR";0,20798;106,77;0;5,7;;0;0,012;
2019;11;7;3;1;1;4;"SERVICIO DE TRANSPORTE EN MICROBUS";0,5774;106,81;0;1,3;;0;0,008;
2019;11;7;3;1;1;5;"SERVICIO DE TRANSFER";0,0251;101,66;0;1,6;;0;0;
2019;11;7;3;1;2;;"SERVICIOS DE TRANSPORTE DE PASAJEROS POR CARRETERAS";0,49365;95,82;-6,2;-13;;-0,03;-0,07;
2019;11;7;3;1;2;1;"SERVICIO DE TRANSPORTE EN BUS INTERURBANO";0,49365;95,82;-6,2;-13;;-0,03;-0,07;
2019;11;7;3;2;;;"TRANSPORTE DE PASAJEROS POR AIRE";0,75389;91,94;1,7;-1,3;;0,011;-0,009;
2019;11;7;3;2;1;;"SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍA AÉREA";0,75389;91,94;1,7;-1,3;;0,011;-0,009;
2019;11;7;3;2;1;1;"SERVICIO DE TRANSPORTE AÉREO";0,75389;91,94;1,7;-1,3;;0,011;-0,009;
2019;11;7;3;3;;;"TRANSPORTE COMBINADO DE PASAJEROS";1,26432;105,21;-2,6;2,5;;-0,035;0,032;
2019;11;7;3;3;1;;"SERVICIOS DE TRANSPORTE COMBINADO DE PASAJEROS";1,26432;105,21;-2,6;2,5;;-0,035;0,032;
2019;11;7;3;3;1;1;"SERVICIO DE TRANSPORTE MULTIMODAL";1,26432;105,21;-2,6;2,5;;-0,035;0,032;
2019;11;8;;;;;"COMUNICACIONES";5,45488;94,9;-0,1;-2,9;;-0,006;-0,152;
2019;11;8;1;;;;"EQUIPOS  TELEFÓNICOS";0,61378;85,23;-1,1;-11;;-0,006;-0,064;
2019;11;8;1;1;;;"EQUIPOS TELEFÓNICOS";0,61378;85,23;-1,1;-11;;-0,006;-0,064;
2019;11;8;1;1;1;;"EQUIPOS TELEFÓNICOS";0,61378;85,23;-1,1;-11;;-0,006;-0,064;
2019;11;8;1;1;1;1;"EQUIPO DE TELEFONÍA MÓVIL";0,61378;85,23;-1,1;-11;;-0,006;-0,064;
2019;11;8;2;;;;"SERVICIOS DE TELECOMUNICACIONES";4,8411;96,12;0;-1,9;;0;-0,088;
2019;11;8;2;1;;;"SERVICIOS DE TELECOMUNICACIONES";4,8411;96,12;0;-1,9;;0;-0,088;
2019;11;8;2;1;1;;"SERVICIOS DE TELECOMUNICACIONES";4,8411;96,12;0;-1,9;;0;-0,088;
2019;11;8;2;1;1;1;"SERVICIO DE CONEXIÓN INTERNET";0,29033;97,52;0;0,6;;0;0,002;
2019;11;8;2;1;1;2;"SERVICIO DE BANDA ANCHA MÓVIL";0,01605;99,82;0;-0,2;;0;0;
2019;11;8;2;1;1;3;"SERVICIO DE PACK DE TELECOMUNICACIONES";2,09814;92,55;0;-4,2;;0;-0,085;
2019;11;8;2;1;1;4;"SERVICIO DE TELEFONÍA MÓVIL";2,34556;99,21;0;0;;0;0;
2019;11;8;2;1;1;5;"SERVICIO DE TELEFONÍA FIJA";0,09102;93,75;0;-4,7;;0;-0,004;
2019;11;9;;;;;"RECREACIÓN Y CULTURA";6,58912;106,22;0,5;5,3;;0,034;0,353;
2019;11;9;1;;;;"EQUIPO AUDIOVISUAL, FOTOGRÁFICO Y DE PROCESAMIENTO INFORMÁTICO";1,06133;91,61;0,4;-3,1;;0,003;-0,031;
2019;11;9;1;1;;;"EQUIPOS PARA LA RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDOS E IMÁGENES";0,48354;90,56;0,2;-1,7;;0,001;-0,008;
2019;11;9;1;1;1;;"TELEVISORES";0,40468;89,97;0,1;-2,7;;0;-0,01;
2019;11;9;1;1;1;1;"TELEVISOR";0,40468;89,97;0,1;-2,7;;0;-0,01;
2019;11;9;1;1;2;;"EQUIPOS DE AUDIO";0,07886;93,64;1;3,4;;0,001;0,002;
2019;11;9;1;1;2;1;"EQUIPO DE SONIDO";0,04775;91,4;2,7;5,2;;0,001;0,002;
2019;11;9;1;1;2;2;"REPRODUCTOR PORTÁTIL DE AUDIO Y VIDEO";0,03111;97,07;-1,3;0,9;;0;0;
2019;11;9;1;2;;;"EQUIPOS FOTOGRÁFICOS";0,06172;92,58;-4,4;-4;;-0,003;-0,002;
2019;11;9;1;2;1;;"CÁMARAS";0,06172;92,58;-4,4;-4;;-0,003;-0,002;
2019;11;9;1;2;1;1;"CÁMARA FOTOGRÁFICA";0,06172;92,58;-4,4;-4;;-0,003;-0,002;
2019;11;9;1;3;;;"EQUIPOS DE PROCESAMIENTO INFORMÁTICO";0,46834;93,78;1,2;-3,1;;0,005;-0,014;
2019;11;9;1;3;1;;"COMPUTADORES E IMPRESORAS";0,46834;93,78;1,2;-3,1;;0,005;-0,014;
2019;11;9;1;3;1;1;"COMPUTADOR";0,41602;94,17;1,2;-2,4;;0,004;-0,01;
2019;11;9;1;3;1;2;"IMPRESORA";0,05232;90,68;1,5;-8,7;;0,001;-0,004;
2019;11;9;1;4;;;"MEDIOS PREGRABADOS Y PARA GRABACIÓN";0,04773;79,73;-0,1;-15,2;;0;-0,007;
2019;11;9;1;4;1;;"REGISTROS DE SONIDOS E IMÁGENES";0,04773;79,73;-0,1;-15,2;;0;-0,007;
2019;11;9;1;4;1;1;"UNIDAD DE ALMACENAMIENTO DIGITAL";0,04773;79,73;-0,1;-15,2;;0;-0,007;
2019;11;9;2;;;;"OTROS EQUIPOS Y ARTÍCULOS PARA LA RECREACIÓN, FLORES, JARDINERÍA Y MASCOTAS";1,87182;101,38;0,7;1,1;;0,013;0,021;
2019;11;9;2;1;;;"JUGUETES Y CONSOLAS DE VIDEOJUEGO";0,45272;96,58;-0,2;-2,1;;-0,001;-0,009;
2019;11;9;2;1;1;;"JUGUETES Y CONSOLAS DE VIDEOJUEGO";0,45272;96,58;-0,2;-2,1;;-0,001;-0,009;
2019;11;9;2;1;1;1;"JUGUETES";0,39909;97,46;-0,4;-1,5;;-0,001;-0,006;
2019;11;9;2;1;1;2;"CONSOLA DE VIDEOJUEGO";0,05363;90,08;0,9;-6,9;;0;-0,004;
2019;11;9;2;2;;;"EQUIPOS DEPORTIVOS, CAMPING Y RECREACIÓN";0,29935;99,12;-0,3;-0,3;;-0,001;-0,001;
2019;11;9;2;2;1;;"EQUIPO DE DEPORTES, CAMPING Y RECREACIÓN";0,29935;99,12;-0,3;-0,3;;-0,001;-0,001;
2019;11;9;2;2;1;1;"IMPLEMENTOS DEPORTIVOS";0,18023;97,09;-0,5;-1,2;;-0,001;-0,002;
2019;11;9;2;2;1;2;"ARTÍCULOS DE CAMPING";0,04496;97,64;0;-5,5;;0;-0,003;
2019;11;9;2;2;1;3;"INSTRUMENTOS MUSICALES";0,07416;104,94;-0,1;4,9;;0;0,004;
2019;11;9;2;3;;;"JARDINERÍA Y FLORES";0,11965;98,08;-2,2;-2,5;;-0,003;-0,003;
2019;11;9;2;3;1;;"JARDINERÍA Y FLORES";0,11965;98,08;-2,2;-2,5;;-0,003;-0,003;
2019;11;9;2;3;1;1;"FLORES";0,08826;95,93;-2,8;-4,5;;-0,002;-0,004;
2019;11;9;2;3;1;2;"PLANTAS";0,03139;104,11;-0,6;2,8;;0;0,001;
2019;11;9;2;4;;;"MASCOTAS Y PRODUCTOS RELACIONADOS";0,75279;104,16;2,4;3,1;;0,018;0,024;
2019;11;9;2;4;1;;"ALIMENTOS Y ACCESORIOS PARA MASCOTAS";0,75279;104,16;2,4;3,1;;0,018;0,024;
2019;11;9;2;4;1;1;"ALIMENTOS PARA MASCOTAS";0,68823;104,57;2,7;3,4;;0,018;0,023;
2019;11;9;2;4;1;2;"ACCESORIOS PARA MASCOTAS";0,06456;99,78;-0,4;0,1;;0;0;
2019;11;9;2;5;;;"SERVICIOS VETERINARIOS";0,24731;106,02;-0,3;4,4;;-0,001;0,011;
2019;11;9;2;5;1;;"SERVICIOS VETERINARIOS";0,24731;106,02;-0,3;4,4;;-0,001;0,011;
2019;11;9;2;5;1;1;"SERVICIOS VETERINARIOS";0,24731;106,02;-0,3;4,4;;-0,001;0,011;
2019;11;9;3;;;;"SERVICIOS DE RECREACIÓN Y CULTURA";2,07283;104,52;0,2;3,8;;0,005;0,079;
2019;11;9;3;1;;;"SERVICIOS DE RECREACIÓN Y DEPORTIVOS";1,16052;102,68;-0,5;2,6;;-0,006;0,03;
2019;11;9;3;1;1;;"SERVICIOS PRESTADOS POR RECINTOS DE RECREACIÓN Y DEPORTIVOS";0,84884;101,1;-0,7;1,5;;-0,006;0,013;
2019;11;9;3;1;1;1;"SERVICIOS PRESTADOS POR CENTROS RECREATIVOS";0,07416;99,53;-0,1;6,6;;0;0,005;
2019;11;9;3;1;1;2;"ENTRADA A ESPECTÁCULOS DEPORTIVOS";0,02565;97,96;0;2;;0;0;
2019;11;9;3;1;1;3;"ENTRADA A CENTROS DE DIVERSIÓN NOCTURNOS";0,05024;107,23;0,2;7,9;;0;0,004;
2019;11;9;3;1;1;4;"SERVICIOS DE FIESTAS DE CUMPLEAÑOS";0,15119;104,56;0;4,9;;0;0,007;
2019;11;9;3;1;1;5;"GIMNASIOS";0,5476;99,94;-1,1;-0,6;;-0,006;-0,003;
2019;11;9;3;1;2;;"CLASES DEPORTIVAS Y RECREATIVAS";0,31168;106,97;-0,1;5,6;;0;0,018;
2019;11;9;3;1;2;1;"CLASES DEPORTIVAS";0,20658;106,62;-0,1;4,3;;0;0,009;
2019;11;9;3;1;2;2;"CLASES RECREATIVAS";0,1051;107,65;0;8,1;;0;0,008;
2019;11;9;3;2;;;"SERVICIOS CULTURALES";0,88753;107,05;1,2;5,5;;0,011;0,049;
2019;11;9;3;2;1;;"SERVICIOS PRESTADOS POR ESTABLECIMIENTOS CULTURALES";0,49267;111,45;2,2;9;;0,011;0,045;
2019;11;9;3;2;1;1;"ENTRADA AL CINE";0,23441;106,62;-0,2;5,3;;0;0,012;
2019;11;9;3;2;1;2;"ENTRADA A ESPECTÁCULOS CULTURALES";0,25826;115,84;4,3;12,2;;0,012;0,032;
2019;11;9;3;2;2;;"SERVICIOS FOTOGRÁFICOS";0,02779;108,35;1,5;4,7;;0;0,001;
2019;11;9;3;2;2;1;"SERVICIO DE REVELADO FOTOGRÁFICO";0,02779;108,35;1,5;4,7;;0;0,001;
2019;11;9;3;2;3;;"SERVICIOS DE TELEVISIÓN";0,36707;101,05;-0,3;0,8;;-0,001;0,003;
2019;11;9;3;2;3;1;"SERVICIO DE TELEVISIÓN PAGADA RESIDENCIAL";0,33837;100,35;-0,3;0,1;;-0,001;0;
2019;11;9;3;2;3;2;"SERVICIO DE SUSCRIPCIÓN EN LINEA";0,0287;109,3;-1,3;8;;0;0,002;
2019;11;9;3;3;;;"JUEGOS DE AZAR";0,02478;100;0;0;;0;0;
2019;11;9;3;3;1;;"JUEGOS DE AZAR";0,02478;100;0;0;;0;0;
2019;11;9;3;3;1;1;"JUEGOS DE AZAR";0,02478;100;0;0;;0;0;
2019;11;9;4;;;;"PERIÓDICOS, LIBROS Y ÚTILES DE OFICINA";0,81729;104,07;0,2;2,6;;0,001;0,021;
2019;11;9;4;1;;;"LIBROS, DICCIONARIOS, ENCICLOPEDIAS Y OTROS SIMILARES";0,40005;102,02;-0,1;1,1;;0;0,004;
2019;11;9;4;1;1;;"TEXTOS ESCOLARES";0,17324;101,56;0;1,2;;0;0,002;
2019;11;9;4;1;1;1;"TEXTO ESCOLAR";0,17324;101,56;0;1,2;;0;0,002;
2019;11;9;4;1;2;;"LIBROS";0,22681;102,37;-0,1;1;;0;0,002;
2019;11;9;4;1;2;1;"LIBRO";0,22681;102,37;-0,1;1;;0;0,002;
2019;11;9;4;2;;;"DIARIOS";0,0714;115,8;0;15,8;;0;0,011;
2019;11;9;4;2;1;;"DIARIOS";0,0714;115,8;0;15,8;;0;0,011;
2019;11;9;4;2;1;1;"DIARIO";0,0714;115,8;0;15,8;;0;0,011;
2019;11;9;4;3;;;"ARTÍCULOS ESCOLARES Y DE ESCRITORIO";0,34584;104,02;0,4;1,7;;0,002;0,006;
2019;11;9;4;3;1;;"ARTÍCULOS ESCOLARES";0,31019;103,47;0,5;1,4;;0,001;0,004;
2019;11;9;4;3;1;1;"CUADERNO";0,21817;102,43;0,3;0,5;;0,001;0,001;
2019;11;9;4;3;1;2;"MATERIALES PARA ARTES MANUALES";0,09202;105,95;1;3,3;;0,001;0,003;
2019;11;9;4;3;2;;"ARTÍCULOS DE ESCRITORIO";0,03565;108,83;0,2;4,4;;0;0,002;
2019;11;9;4;3;2;1;"ARTÍCULOS DE ESCRITORIO";0,03565;108,83;0,2;4,4;;0;0,002;
2019;11;9;5;;;;"PAQUETES TURÍSTICOS";0,76585;145,16;1,1;31,1;;0,011;0,262;
2019;11;9;5;1;;;"PAQUETES TURÍSTICOS";0,76585;145,16;1,1;31,1;;0,011;0,262;
2019;11;9;5;1;1;;"SERVICIOS DE VIAJES CON TODO INCLUIDO";0,76585;145,16;1,1;31,1;;0,011;0,262;
2019;11;9;5;1;1;1;"PAQUETE TURÍSTICO";0,76585;145,16;1,1;31,1;;0,011;0,262;
2019;11;10;;;;;"EDUCACIÓN";6,59568;105,54;0;4,5;;0;0,301;
2019;11;10;1;;;;"ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA (PRIMARIA)";1,72331;104,78;0;4,2;;0;0,072;
2019;11;10;1;1;;;"ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA (PRIMARIA)";1,72331;104,78;0;4,2;;0;0,072;
2019;11;10;1;1;1;;"SERVICIOS DE EDUCACIÓN PRE - ESCOLAR Y ENSEÑANZA BÁSICA";1,72331;104,78;0;4,2;;0;0,072;
2019;11;10;1;1;1;1;"SERVICIO DE EDUCACIÓN DE JARDÍN INFANTIL";0,29383;108,11;0;7;;0;0,021;
2019;11;10;1;1;1;2;"SERVICIO DE EDUCACIÓN DE TRANSICIÓN";0,21585;104,38;0;3,7;;0;0,008;
2019;11;10;1;1;1;3;"SERVICIO DE EDUCACIÓN DE 1° CICLO DE LA ENSEÑANZA BÁSICA";0,64393;104,13;0;3,6;;0;0,023;
2019;11;10;1;1;1;4;"SERVICIO DE EDUCACIÓN DE 2° CICLO DE LA ENSEÑANZA BÁSICA";0,5697;103,95;0;3,5;;0;0,02;
2019;11;10;2;;;;"ENSEÑANZA MEDIA (SECUNDARIA)";0,64279;102,1;0;1,7;;0;0,011;
2019;11;10;2;1;;;"ENSEÑANZA MEDIA (SECUNDARIA)";0,64279;102,1;0;1,7;;0;0,011;
2019;11;10;2;1;1;;"SERVICIOS DE EDUCACIÓN DE LA ENSEÑANZA MEDIA";0,64279;102,1;0;1,7;;0;0,011;
2019;11;10;2;1;1;1;"SERVICIO DE EDUCACIÓN DE LA ENSEÑANZA MEDIA";0,64279;102,1;0;1,7;;0;0,011;
2019;11;10;3;;;;"ENSEÑANZA POSTSECUNDARIA NO TERCIARIA";0,16925;108,46;0;8,3;;0;0,014;
2019;11;10;3;1;;;"ENSEÑANZA POSTSECUNDARIA NO TERCIARIA";0,16925;108,46;0;8,3;;0;0,014;
2019;11;10;3;1;1;;"SERVICIOS DE PRE UNIVERSITARIO";0,16925;108,46;0;8,3;;0;0,014;
2019;11;10;3;1;1;1;"SERVICIO DE PRE UNIVERSITARIO";0,16925;108,46;0;8,3;;0;0,014;
2019;11;10;4;;;;"ENSEÑANZA SUPERIOR (TERCIARIA)";3,52689;105,35;0;4,6;;0;0,162;
2019;11;10;4;1;;;"ENSEÑANZA SUPERIOR (TERCIARIA)";3,52689;105,35;0;4,6;;0;0,162;
2019;11;10;4;1;1;;"SERVICIOS DE EDUCACIÓN SUPERIOR";3,52689;105,35;0;4,6;;0;0,162;
2019;11;10;4;1;1;1;"SERVICIO DE ENSEÑANZA EN CENTROS DE FORMACIÓN TÉCNICA";0,14346;105,67;0;4,8;;0;0,007;
2019;11;10;4;1;1;2;"SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL";0,61738;106,3;0;5,6;;0;0,035;
2019;11;10;4;1;1;3;"SERVICIO DE ENSEÑANZA UNIVERSITARIA";2,49843;105,22;0;4,5;;0;0,113;
2019;11;10;4;1;1;4;"SERVICIO DE ENSEÑANZA DE POST GRADO Y POSTÍTULO";0,26762;104,23;0;2,7;;0;0,007;
2019;11;10;5;;;;"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL U OTRAS ENSEÑANZAS";0,53344;112,4;0;7,8;;0;0,043;
2019;11;10;5;1;;;"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL";0,53344;112,4;0;7,8;;0;0,043;
2019;11;10;5;1;1;;"SERVICIOS DE ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL";0,53344;112,4;0;7,8;;0;0,043;
2019;11;10;5;1;1;1;"CURSOS DE CAPACITACIÓN";0,53344;112,4;0;7,8;;0;0,043;
2019;11;11;;;;;"RESTAURANTES Y HOTELES";6,38347;103,75;-0,4;2,2;;-0,024;0,145;
2019;11;11;1;;;;"SERVICIOS SUMINISTRADOS POR RESTAURANTES Y HOTELES";5,86871;104,1;0;2,4;;0,001;0,142;
2019;11;11;1;1;;;"RESTAURANTES, CAFÉS Y ESTABLECIMIENTOS SIMILARES";5,86871;104,1;0;2,4;;0,001;0,142;
2019;11;11;1;1;1;;"ALIMENTOS Y BEBESTIBLES CONSUMIDOS FUERA DEL HOGAR";4,26808;104,64;0,1;2,7;;0,003;0,115;
2019;11;11;1;1;1;1;"ALIMENTOS CONSUMIDOS FUERA DEL HOGAR";3,10518;104,65;0;2,7;;0,001;0,086;
2019;11;11;1;1;1;2;"SANDWICH Y COMPLETO CONSUMIDO FUERA DEL HOGAR";0,57601;104,65;0,2;2,1;;0,001;0,013;
2019;11;11;1;1;1;3;"BEBIDA ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR";0,16398;102,43;-0,1;1,2;;0;0,002;
2019;11;11;1;1;1;4;"BEBIDA NO ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR";0,33339;105,36;0;3,1;;0;0,011;
2019;11;11;1;1;1;5;"HELADOS Y POSTRES CONSUMIDOS FUERA DEL HOGAR";0,08952;105,9;0,2;4,4;;0;0,004;
2019;11;11;1;1;2;;"ALIMENTOS PREPARADOS  PARA LLEVAR";1,60063;102,64;-0,1;1,7;;-0,002;0,027;
2019;11;11;1;1;2;1;"PLATOS PREPARADOS PARA LLEVAR";1,60063;102,64;-0,1;1,7;;-0,002;0,027;
2019;11;11;2;;;;"SERVICIOS DE ALOJAMIENTO";0,51476;99,75;-4,8;0,5;;-0,025;0,003;
2019;11;11;2;1;;;"SERVICIOS DE ALOJAMIENTO";0,51476;99,75;-4,8;0,5;;-0,025;0,003;
2019;11;11;2;1;1;;"SERVICIOS DE ALOJAMIENTO";0,51476;99,75;-4,8;0,5;;-0,025;0,003;
2019;11;11;2;1;1;1;"SERVICIO DE ALOJAMIENTO TURÍSTICO";0,51476;99,75;-4,8;0,5;;-0,025;0,003;
2019;11;12;;;;;"BIENES Y SERVICIOS DIVERSOS";5,1526;103,21;0,1;2,3;;0,003;0,12;
2019;11;12;1;;;;"CUIDADO PERSONAL";2,78308;103,15;0;2,6;;-0,001;0,072;
2019;11;12;1;1;;;"SALONES DE PELUQUERÍA Y ESTABLECIMIENTOS DE CUIDADOS PERSONALES";0,39909;102,73;-0,6;1,1;;-0,002;0,004;
2019;11;12;1;1;1;;"SERVICIOS DE PELUQUERÍA Y CUIDADO PERSONAL";0,39909;102,73;-0,6;1,1;;-0,002;0,004;
2019;11;12;1;1;1;1;"SERVICIOS DE PELUQUERÍA";0,28677;101,92;-0,8;0,8;;-0,002;0,002;
2019;11;12;1;1;1;2;"SERVICIOS  EN CENTROS DE ESTÉTICA";0,11232;104,82;-0,2;1,8;;0;0,002;
2019;11;12;1;2;;;"PRODUCTOS PARA EL CUIDADO E HIGIENE PERSONAL";2,38399;103,22;0,1;2,8;;0,002;0,068;
2019;11;12;1;2;1;;"PRODUCTOS PARA EL CUIDADO PERSONAL";0,52981;101,45;-0,1;1,8;;-0,001;0,009;
2019;11;12;1;2;1;1;"AFEITADORA Y DEPILADORA ELÉCTRICA";0,03;99,56;4,2;2;;0,001;0,001;
2019;11;12;1;2;1;2;"MÁQUINA DE AFEITAR DESECHABLE";0,0544;106,49;0,1;4,1;;0;0,002;
2019;11;12;1;2;1;3;"ARTÍCULOS DIVERSOS PARA EL CUIDADO PERSONAL";0,03717;102,93;-3,7;2,9;;-0,001;0,001;
2019;11;12;1;2;1;4;"BLOQUEADORES Y BRONCEADORES";0,03724;92,22;-10,7;3,8;;-0,004;0,001;
2019;11;12;1;2;1;5;"COLONIAS Y PERFUMES";0,20367;100,38;1,9;0,2;;0,004;0;
2019;11;12;1;2;1;6;"DESODORANTES Y ANTITRANSPIRANTES";0,16733;103,17;-0,1;2,2;;0;0,004;
2019;11;12;1;2;2;;"PRODUCTOS DE HIGIENE PERSONAL";1,40288;103,78;0,7;3,7;;0,01;0,051;
2019;11;12;1;2;2;1;"PRODUCTOS DE HIGIENE BUCAL";0,17978;103,77;-1,6;2,6;;-0,003;0,005;
2019;11;12;1;2;2;2;"PAPEL HIGIÉNICO";0,37335;102,56;0,8;1,8;;0,003;0,007;
2019;11;12;1;2;2;3;"JABÓN";0,11949;105,86;0,6;5,1;;0,001;0,006;
2019;11;12;1;2;2;4;"PAÑALES DESECHABLES";0,36613;105,75;1,9;8,6;;0,007;0,031;
2019;11;12;1;2;2;5;"PROTECCIÓN HIGIÉNICA FEMENINA";0,08028;100,17;2,6;0;;0,002;0;
2019;11;12;1;2;2;6;"SHAMPOO Y BÁLSAMO";0,28385;102,99;0,1;1,2;;0;0,004;
2019;11;12;1;2;3;;"PRODUCTOS DE BELLEZA";0,4513;103,55;-1,6;1,6;;-0,008;0,007;
2019;11;12;1;2;3;1;"CREMAS PARA LA PIEL";0,17784;108,49;0,6;-0,1;;0,001;0;
2019;11;12;1;2;3;2;"PRODUCTOS DE MAQUILLAJE";0,15331;101,81;-4,6;4;;-0,007;0,006;
2019;11;12;1;2;3;3;"TINTURAS Y FIJADORES";0,12015;98,46;-1,1;1,2;;-0,001;0,001;
2019;11;12;2;;;;"OTROS ARTÍCULOS PERSONALES";0,61879;100,42;-0,1;2;;-0,001;0,012;
2019;11;12;2;1;;;"JOYERÍA Y RELOJES";0,24136;107,76;1,4;7;;0,004;0,017;
2019;11;12;2;1;1;;"JOYERÍA Y RELOJES";0,24136;107,76;1,4;7;;0,004;0,017;
2019;11;12;2;1;1;1;"JOYAS";0,17174;112,78;2,7;11,9;;0,005;0,02;
2019;11;12;2;1;1;2;"RELOJ  DE PULSERA";0,06962;95,37;-2;-5;;-0,001;-0,004;
2019;11;12;2;2;;;"OTROS ARTÍCULOS PERSONALES";0,37743;95,73;-1,2;-1,3;;-0,004;-0,005;
2019;11;12;2;2;1;;"OTROS ARTÍCULOS PERSONALES";0,37743;95,73;-1,2;-1,3;;-0,004;-0,005;
2019;11;12;2;2;1;1;"ARTÍCULOS PARA TRANSPORTE DE EFECTOS PERSONALES";0,29735;95,06;-1,8;-1,4;;-0,005;-0,004;
2019;11;12;2;2;1;2;"ARTÍCULOS PARA TRANSPORTE DE BEBÉ";0,03873;100,33;2,4;1,3;;0,001;0;
2019;11;12;2;2;1;3;"LENTES DE SOL";0,04135;96,26;0,3;-2,8;;0;-0,001;
2019;11;12;3;;;;"SEGUROS";0,61603;103,25;0,1;-0,2;;0;-0,001;
2019;11;12;3;1;;;"SEGUROS RELACIONADOS CON EL TRANSPORTE";0,61603;103,25;0,1;-0,2;;0;-0,001;
2019;11;12;3;1;1;;"SEGUROS RELACIONADOS CON EL TRANSPORTE";0,61603;103,25;0,1;-0,2;;0;-0,001;
2019;11;12;3;1;1;1;"SEGUROS";0,61603;103,25;0,1;-0,2;;0;-0,001;
2019;11;12;4;;;;"SERVICIOS FINANCIEROS";0,23354;104,16;1,3;2,8;;0,003;0,006;
2019;11;12;4;1;;;"OTROS SERVICIOS FINANCIEROS";0,23354;104,16;1,3;2,8;;0,003;0,006;
2019;11;12;4;1;1;;"GASTOS EN ADMINISTRACIÓN DE LOS SERVICIOS FINANCIEROS";0,23354;104,16;1,3;2,8;;0,003;0,006;
2019;11;12;4;1;1;1;"GASTO FINANCIERO";0,23354;104,16;1,3;2,8;;0,003;0,006;
2019;11;12;5;;;;"OTROS SERVICIOS";0,90116;105,05;0,1;3,3;;0,001;0,03;
2019;11;12;5;1;;;"OTROS SERVICIOS";0,90116;105,05;0,1;3,3;;0,001;0,03;
2019;11;12;5;1;1;;"OTROS SERVICIOS";0,90116;105,05;0,1;3,3;;0,001;0,03;
2019;11;12;5;1;1;1;"SERVICIO DE EMISIÓN DE CERTIFICADO";0,04128;100;0;0;;0;0;
2019;11;12;5;1;1;2;"SERVICIO DE FOTOCOPIADO";0,04202;103,89;0;3;;0;0,001;
2019;11;12;5;1;1;3;"MEMBRESÍA EN ASOCIACIÓN PROFESIONAL";0,09664;104,9;0;3,7;;0;0,004;
2019;11;12;5;1;1;4;"SERVICIO NOTARIAL";0,01836;102,94;0,8;3,2;;0;0,001;
2019;11;12;5;1;1;5;"SERVICIO FUNERARIO";0,31463;105,55;0,1;2,9;;0;0,009;
2019;11;12;5;1;1;6;"CUOTAS EN CENTROS DE PADRES Y APODERADOS";0,15544;105,98;0;5,4;;0;0,008;
