"Año";"Mes";"División";"Grupo";"Clase";"Subclase";"Producto";"Glosa";"Ponderación";"Índice";"Variación Mensual (%)";"Variación Acumulada (%)";"Variación 12 Meses (%)";"Incidencia Mensual (%)";"Incidencia Acumulada (%)";"Incidencia 12 Meses (%)"
2019;1;;;;;;"IPC General";;100,75;0,1;0,1;;;;
2019;1;1;;;;;"ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS";19,30131;100,5;-0,3;-0,3;;-0,051;-0,051;
2019;1;1;1;;;;"ALIMENTOS";17,13731;100,32;-0,3;-0,3;;-0,045;-0,045;
2019;1;1;1;1;;;"PAN Y CEREALES";4,03457;101,58;0,3;0,3;;0,011;0,011;
2019;1;1;1;1;1;;"ARROZ";0,18033;98,62;-1,1;-1,1;;-0,002;-0,002;
2019;1;1;1;1;1;1;"ARROZ";0,18033;98,62;-1,1;-1,1;;-0,002;-0,002;
2019;1;1;1;1;2;;"HARINAS Y CEREALES";0,31595;100,48;-0,5;-0,5;;-0,002;-0,002;
2019;1;1;1;1;2;1;"HARINA";0,09428;101,43;2;2;;0,002;0,002;
2019;1;1;1;1;2;2;"CEREAL";0,22167;100,08;-1,6;-1,6;;-0,004;-0,004;
2019;1;1;1;1;3;;"PAN Y OTROS PRODUCTOS DE PANADERÍA";3,27246;101,83;0,4;0,4;;0,013;0,013;
2019;1;1;1;1;3;1;"PAN";2,08381;102;0,1;0,1;;0,003;0,003;
2019;1;1;1;1;3;2;"GALLETA";0,42102;101,11;1,6;1,6;;0,007;0,007;
2019;1;1;1;1;3;3;"PRODUCTOS DE REPOSTERÍA";0,56276;102,47;0,6;0,6;;0,003;0,003;
2019;1;1;1;1;3;4;"MASAS SALADAS PREPARADAS";0,10138;101,53;1;1;;0,001;0,001;
2019;1;1;1;1;3;5;"SNACK";0,10349;98,37;-0,6;-0,6;;-0,001;-0,001;
2019;1;1;1;1;4;;"PASTAS";0,26583;101,73;0,6;0,6;;0,002;0,002;
2019;1;1;1;1;4;1;"PASTAS";0,26583;101,73;0,6;0,6;;0,002;0,002;
2019;1;1;1;2;;;"CARNES";4,39152;99,31;0,2;0,2;;0,008;0,008;
2019;1;1;1;2;1;;"CARNE DE VACUNO FRESCA, REFRIGERADA O CONGELADA";1,83118;98,57;-0,2;-0,2;;-0,004;-0,004;
2019;1;1;1;2;1;1;"CARNE DE VACUNO";1,83118;98,57;-0,2;-0,2;;-0,004;-0,004;
2019;1;1;1;2;2;;"CARNE DE CERDO FRESCA, REFRIGERADA O CONGELADA";0,45693;98,56;-1,1;-1,1;;-0,005;-0,005;
2019;1;1;1;2;2;1;"CARNE DE CERDO";0,45693;98,56;-1,1;-1,1;;-0,005;-0,005;
2019;1;1;1;2;3;;"CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA";0,98958;100,54;2,8;2,8;;0,027;0,027;
2019;1;1;1;2;3;1;"CARNE DE PAVO";0,07385;105,78;2,4;2,4;;0,002;0,002;
2019;1;1;1;2;3;2;"CARNE DE POLLO";0,91573;100,12;2,8;2,8;;0,025;0,025;
2019;1;1;1;2;4;;"CARNE PROCESADA Y FIAMBRERÍA";1,11383;99,75;-0,9;-0,9;;-0,01;-0,01;
2019;1;1;1;2;4;1;"CECINAS";0,98478;99,82;-0,7;-0,7;;-0,007;-0,007;
2019;1;1;1;2;4;2;"HAMBURGUESA";0,12905;99,23;-2,3;-2,3;;-0,003;-0,003;
2019;1;1;1;3;;;"PESCADOS Y MARISCOS";0,57242;99,82;3,4;3,4;;0,019;0,019;
2019;1;1;1;3;1;;"PESCADOS FRESCOS, REFRIGERADOS O CONGELADOS";0,26577;100,64;6,8;6,8;;0,017;0,017;
2019;1;1;1;3;1;1;"PESCADOS";0,26577;100,64;6,8;6,8;;0,017;0,017;
2019;1;1;1;3;2;;"MARISCOS FRESCOS, REFRIGERADOS O CONGELADOS";0,08082;99,44;2,1;2,1;;0,002;0,002;
2019;1;1;1;3;2;1;"MARISCOS";0,08082;99,44;2,1;2,1;;0,002;0,002;
2019;1;1;1;3;3;;"PESCADOS Y MARISCOS EN CONSERVA";0,22583;98,99;0,2;0,2;;0;0;
2019;1;1;1;3;3;1;"PESCADOS EN CONSERVA";0,20353;98,42;-0,1;-0,1;;0;0;
2019;1;1;1;3;3;2;"MARISCOS EN CONSERVA";0,0223;104,19;2,1;2,1;;0;0;
2019;1;1;1;4;;;"PRODUCTOS LÁCTEOS, QUESOS Y HUEVOS";2,42231;99,54;-0,8;-0,8;;-0,02;-0,02;
2019;1;1;1;4;1;;"LECHES";0,72248;99,86;1;1;;0,007;0,007;
2019;1;1;1;4;1;1;"LECHE EN POLVO";0,18644;103,68;-0,5;-0,5;;-0,001;-0,001;
2019;1;1;1;4;1;2;"LECHE LÍQUIDA";0,45256;98,19;1,6;1,6;;0,007;0,007;
2019;1;1;1;4;1;3;"LECHE CONSERVADA";0,08348;100,34;1;1;;0,001;0,001;
2019;1;1;1;4;2;;"YOGHURT Y POSTRES LÁCTEOS";0,44962;100,55;-0,9;-0,9;;-0,004;-0,004;
2019;1;1;1;4;2;1;"YOGHURT";0,37669;100,43;-1,2;-1,2;;-0,005;-0,005;
2019;1;1;1;4;2;2;"POSTRES LÁCTEOS";0,07293;101,15;0,7;0,7;;0,001;0,001;
2019;1;1;1;4;3;;"QUESOS";0,84248;99,99;-1,7;-1,7;;-0,014;-0,014;
2019;1;1;1;4;3;1;"QUESO";0,84248;99,99;-1,7;-1,7;;-0,014;-0,014;
2019;1;1;1;4;4;;"HUEVOS";0,40773;96,91;-2;-2;;-0,008;-0,008;
2019;1;1;1;4;4;1;"HUEVOS";0,40773;96,91;-2;-2;;-0,008;-0,008;
2019;1;1;1;5;;;"ACEITES Y GRASAS";0,53071;101,18;0,5;0,5;;0,002;0,002;
2019;1;1;1;5;1;;"MANTEQUILLA Y MARGARINA";0,23888;104,16;0,1;0,1;;0;0;
2019;1;1;1;5;1;1;"MANTEQUILLA";0,16426;104,59;-1,3;-1,3;;-0,002;-0,002;
2019;1;1;1;5;1;2;"MARGARINA";0,07462;103,2;3,5;3,5;;0,003;0,003;
2019;1;1;1;5;2;;"ACEITES COMESTIBLES";0,29183;98,74;0,7;0,7;;0,002;0,002;
2019;1;1;1;5;2;1;"ACEITE VEGETAL";0,29183;98,74;0,7;0,7;;0,002;0,002;
2019;1;1;1;6;;;"FRUTAS";0,97316;102,16;-4,2;-4,2;;-0,043;-0,043;
2019;1;1;1;6;1;;"FRUTAS FRESCAS, REFRIGERADAS O CONGELADAS";0,79334;102,91;-4,8;-4,8;;-0,041;-0,041;
2019;1;1;1;6;1;1;"MANZANA";0,11296;123,66;12;12;;0,015;0,015;
2019;1;1;1;6;1;2;"NARANJA";0,1119;83,22;5;5;;0,004;0,004;
2019;1;1;1;6;1;3;"PERA";0,03486;118,68;-1,4;-1,4;;-0,001;-0,001;
2019;1;1;1;6;1;4;"PLÁTANO";0,14182;99,13;-8,2;-8,2;;-0,013;-0,013;
2019;1;1;1;6;1;5;"FRUTAS DE ESTACIÓN";0,3918;102,51;-10,6;-10,6;;-0,047;-0,047;
2019;1;1;1;6;2;;"FRUTOS SECOS Y FRUTAS EN CONSERVA";0,17982;98,83;-0,9;-0,9;;-0,002;-0,002;
2019;1;1;1;6;2;1;"FRUTOS SECOS";0,13142;98,5;-1,4;-1,4;;-0,002;-0,002;
2019;1;1;1;6;2;2;"FRUTAS EN CONSERVA";0,0484;99,73;0,5;0,5;;0;0;
2019;1;1;1;7;;;"HORTALIZAS, LEGUMBRES Y TUBÉRCULOS";2,5863;99,68;-0,9;-0,9;;-0,023;-0,023;
2019;1;1;1;7;1;;"HORTALIZAS FRESCAS, REFRIGERADAS, CONGELADAS O CONSERVADAS";1,92322;101,11;3,7;3,7;;0,069;0,069;
2019;1;1;1;7;1;1;"ACELGA Y ESPINACA";0,04289;103,17;4,2;4,2;;0,002;0,002;
2019;1;1;1;7;1;2;"CEBOLLA Y CEBOLLÍN";0,13303;99,24;-3;-3;;-0,004;-0,004;
2019;1;1;1;7;1;3;"LECHUGA";0,17469;105,78;3;3;;0,005;0,005;
2019;1;1;1;7;1;4;"LIMÓN";0,13543;137,23;39,2;39,2;;0,052;0,052;
2019;1;1;1;7;1;5;"PALTA";0,33389;97,09;1,2;1,2;;0,004;0,004;
2019;1;1;1;7;1;6;"PIMENTÓN Y PIMIENTO";0,0516;97,74;-1,8;-1,8;;-0,001;-0,001;
2019;1;1;1;7;1;7;"TOMATE";0,32495;91,17;1,5;1,5;;0,004;0,004;
2019;1;1;1;7;1;8;"ZANAHORIA";0,06898;105,8;7,4;7,4;;0,005;0,005;
2019;1;1;1;7;1;9;"ZAPALLO";0,0856;105,44;-7,9;-7,9;;-0,008;-0,008;
2019;1;1;1;7;1;10;"ZAPALLO ITALIANO";0,03675;95,44;5,3;5,3;;0,002;0,002;
2019;1;1;1;7;1;11;"VERDURAS DE ESTACIÓN";0,30569;94,68;-0,1;-0,1;;0;0;
2019;1;1;1;7;1;12;"VERDURAS CONGELADAS";0,11295;107,29;7;7;;0,008;0,008;
2019;1;1;1;7;1;13;"VERDURAS EN CONSERVA";0,04367;99,99;-1,5;-1,5;;-0,001;-0,001;
2019;1;1;1;7;1;14;"VERDURAS ENCURTIDAS";0,0731;101,57;1,3;1,3;;0,001;0,001;
2019;1;1;1;7;2;;"LEGUMBRES SECAS";0,14401;97,9;0,1;0,1;;0;0;
2019;1;1;1;7;2;1;"LEGUMBRES";0,14401;97,9;0,1;0,1;;0;0;
2019;1;1;1;7;3;;"TUBÉRCULOS Y PRODUCTOS DERIVADOS";0,51907;94,88;-15,8;-15,8;;-0,092;-0,092;
2019;1;1;1;7;3;1;"PAPA";0,3362;90,88;-24,2;-24,2;;-0,097;-0,097;
2019;1;1;1;7;3;2;"PAPAS CONGELADAS Y DESHIDRATADAS";0,05833;106,88;10,7;10,7;;0,006;0,006;
2019;1;1;1;7;3;3;"PAPAS FRITAS";0,12454;100,08;-0,8;-0,8;;-0,001;-0,001;
2019;1;1;1;8;;;"AZÚCAR, MERMELADA, MIEL, CHOCOLATE Y DULCES DE AZÚCAR";0,92862;100,66;-0,2;-0,2;;-0,001;-0,001;
2019;1;1;1;8;1;;"AZÚCAR Y ENDULZANTES";0,17443;99,47;0,4;0,4;;0,001;0,001;
2019;1;1;1;8;1;1;"AZÚCAR";0,13136;99,84;0,1;0,1;;0;0;
2019;1;1;1;8;1;2;"ENDULZANTE";0,04307;98,34;1,2;1,2;;0,001;0,001;
2019;1;1;1;8;2;;"MERMELADA, MANJAR Y OTROS DULCES UNTABLES";0,14835;101,11;-1,6;-1,6;;-0,002;-0,002;
2019;1;1;1;8;2;1;"MERMELADA";0,07621;98,66;-4,3;-4,3;;-0,003;-0,003;
2019;1;1;1;8;2;2;"MANJAR Y DULCES UNTABLES";0,07214;103,7;1,3;1,3;;0,001;0,001;
2019;1;1;1;8;3;;"CARAMELOS, CHOCOLATES Y OTROS PRODUCTOS DE CONFITERÍA";0,35221;101,66;0,3;0,3;;0,001;0,001;
2019;1;1;1;8;3;1;"CARAMELOS Y GOMA DE MASCAR";0,09733;102,74;-0,1;-0,1;;0;0;
2019;1;1;1;8;3;2;"CHOCOLATE";0,25488;101,24;0,5;0,5;;0,001;0,001;
2019;1;1;1;8;4;;"HELADOS";0,25363;99,84;-0,4;-0,4;;-0,001;-0,001;
2019;1;1;1;8;4;1;"HELADO";0,25363;99,84;-0,4;-0,4;;-0,001;-0,001;
2019;1;1;1;9;;;"OTROS PRODUCTOS ALIMENTICIOS";0,6977;101,28;0,2;0,2;;0,001;0,001;
2019;1;1;1;9;1;;"SAL, HIERBAS, ESPECIAS Y CONDIMENTOS CULINARIOS";0,12217;103,19;2,1;2,1;;0,003;0,003;
2019;1;1;1;9;1;1;"SAL";0,02511;101,65;0,2;0,2;;0;0;
2019;1;1;1;9;1;2;"HIERBAS, ESPECIAS Y CONDIMENTOS";0,09706;103,59;2,6;2,6;;0,003;0,003;
2019;1;1;1;9;2;;"SALSAS Y ADEREZOS";0,29939;101,62;-0,5;-0,5;;-0,001;-0,001;
2019;1;1;1;9;2;1;"SALSAS";0,10893;102,15;0,2;0,2;;0;0;
2019;1;1;1;9;2;2;"ADEREZOS";0,19046;101,32;-0,8;-0,8;;-0,002;-0,002;
2019;1;1;1;9;3;;"SOPAS Y CREMAS, ALIMENTOS PARA BEBÉ Y POSTRES NO LÁCTEOS";0,27614;100,06;0;0;;0;0;
2019;1;1;1;9;3;1;"SOPAS Y CREMAS";0,087;100,02;-0,1;-0,1;;0;0;
2019;1;1;1;9;3;2;"ALIMENTOS PARA BEBÉ";0,1037;99,41;0,6;0,6;;0,001;0,001;
2019;1;1;1;9;3;3;"POSTRES NO LÁCTEOS";0,08544;100,88;-0,6;-0,6;;0;0;
2019;1;1;2;;;;"BEBIDAS NO ALCOHÓLICAS";2,164;101,93;-0,3;-0,3;;-0,007;-0,007;
2019;1;1;2;1;;;"CAFÉ, TÉ Y CACAO";0,38216;99,88;-0,4;-0,4;;-0,002;-0,002;
2019;1;1;2;1;1;;"CAFÉ Y SUCEDÁNEOS";0,15522;100,38;1,4;1,4;;0,002;0,002;
2019;1;1;2;1;1;1;"CAFÉ Y SUCEDÁNEOS";0,15522;100,38;1,4;1,4;;0,002;0,002;
2019;1;1;2;1;2;;"TÉ";0,17671;99,29;-2,1;-2,1;;-0,004;-0,004;
2019;1;1;2;1;2;1;"TÉ";0,17671;99,29;-2,1;-2,1;;-0,004;-0,004;
2019;1;1;2;1;3;;"CACAO Y FORTIFICANTE EN POLVO";0,05023;100,41;0;0;;0;0;
2019;1;1;2;1;3;1;"SABORIZANTE PARA LECHE";0,05023;100,41;0;0;;0;0;
2019;1;1;2;2;;;"AGUAS MINERALES, REFRESCOS, GASEOSAS Y JUGOS DE FRUTA";1,78184;102,36;-0,3;-0,3;;-0,005;-0,005;
2019;1;1;2;2;1;;"AGUA MINERAL Y PURIFICADA";0,21102;100,72;0,1;0,1;;0;0;
2019;1;1;2;2;1;1;"AGUA EMBOTELLADA";0,21102;100,72;0,1;0,1;;0;0;
2019;1;1;2;2;2;;"BEBIDAS DE FANTASÍA";1,14376;102,56;-0,2;-0,2;;-0,003;-0,003;
2019;1;1;2;2;2;1;"BEBIDA GASEOSA";1,08369;102,66;-0,2;-0,2;;-0,002;-0,002;
2019;1;1;2;2;2;2;"BEBIDA ISOTÓNICA Y ENERGIZANTE";0,06007;100,7;-0,4;-0,4;;0;0;
2019;1;1;2;2;3;;"JUGOS LÍQUIDOS Y EN POLVO";0,42706;102,66;-0,6;-0,6;;-0,003;-0,003;
2019;1;1;2;2;3;1;"JUGO LÍQUIDO";0,32951;100,79;-1;-1;;-0,003;-0,003;
2019;1;1;2;2;3;2;"JUGO EN POLVO";0,09755;109;0,5;0,5;;0,001;0,001;
2019;1;2;;;;;"BEBIDAS ALCOHÓLICAS Y TABACO";4,77767;102,07;1,7;1,7;;0,079;0,079;
2019;1;2;1;;;;"BEBIDAS ALCOHÓLICAS";2,8708;101,68;1;1;;0,029;0,029;
2019;1;2;1;1;;;"BEBIDAS DESTILADAS";0,50926;101,01;1,5;1,5;;0,008;0,008;
2019;1;2;1;1;1;;"DESTILADOS";0,50926;101,01;1,5;1,5;;0,008;0,008;
2019;1;2;1;1;1;1;"PISCO";0,23562;100,02;-0,5;-0,5;;-0,001;-0,001;
2019;1;2;1;1;1;2;"RON";0,07718;100,85;2,2;2,2;;0,002;0,002;
2019;1;2;1;1;1;3;"WHISKY";0,14032;102,24;3,6;3,6;;0,005;0,005;
2019;1;2;1;1;1;4;"VODKA";0,05614;102,32;4,4;4,4;;0,002;0,002;
2019;1;2;1;2;;;"VINOS";0,96935;101,85;0,5;0,5;;0,005;0,005;
2019;1;2;1;2;1;;"VINOS";0,96935;101,85;0,5;0,5;;0,005;0,005;
2019;1;2;1;2;1;1;"VINO";0,86682;102,09;0,2;0,2;;0,002;0,002;
2019;1;2;1;2;1;2;"VINO ESPUMOSO";0,10253;99,82;2,9;2,9;;0,003;0,003;
2019;1;2;1;3;;;"CERVEZAS";1,39219;101,8;1,2;1,2;;0,016;0,016;
2019;1;2;1;3;1;;"CERVEZAS";1,39219;101,8;1,2;1,2;;0,016;0,016;
2019;1;2;1;3;1;1;"CERVEZA";1,39219;101,8;1,2;1,2;;0,016;0,016;
2019;1;2;2;;;;"TABACO";1,90687;102,67;2,7;2,7;;0,051;0,051;
2019;1;2;2;1;;;"TABACO";1,90687;102,67;2,7;2,7;;0,051;0,051;
2019;1;2;2;1;1;;"CIGARRILLOS";1,90687;102,67;2,7;2,7;;0,051;0,051;
2019;1;2;2;1;1;1;"CIGARRILLOS";1,90687;102,67;2,7;2,7;;0,051;0,051;
2019;1;3;;;;;"VESTUARIO Y CALZADO";3,50596;98,36;-0,2;-0,2;;-0,006;-0,006;
2019;1;3;1;;;;"VESTUARIO";2,30493;98,38;0,1;0,1;;0,003;0,003;
2019;1;3;1;1;;;"MATERIALES PARA VESTUARIO";0,03406;101,92;0,4;0,4;;0;0;
2019;1;3;1;1;1;;"TELAS PARA CONFECCIÓN DE VESTUARIO";0,03406;101,92;0,4;0,4;;0;0;
2019;1;3;1;1;1;1;"TELAS PARA CONFECCIÓN DE VESTUARIO";0,03406;101,92;0,4;0,4;;0;0;
2019;1;3;1;2;;;"VESTUARIO";2,09326;98,09;0,1;0,1;;0,003;0,003;
2019;1;3;1;2;1;;"VESTUARIO PARA HOMBRE";0,64714;96,28;-0,8;-0,8;;-0,005;-0,005;
2019;1;3;1;2;1;1;"ROPA DE ABRIGO PARA HOMBRE";0,17216;97,26;0,9;0,9;;0,001;0,001;
2019;1;3;1;2;1;2;"PANTALON LARGO Y CORTO PARA HOMBRE";0,23837;96,89;-1,6;-1,6;;-0,004;-0,004;
2019;1;3;1;2;1;3;"CAMISA Y POLERA PARA HOMBRE";0,19681;94,23;-1,5;-1,5;;-0,003;-0,003;
2019;1;3;1;2;1;4;"ROPA INTERIOR Y DE DORMIR PARA HOMBRE";0,0398;98,55;-0,5;-0,5;;0;0;
2019;1;3;1;2;2;;"VESTUARIO PARA MUJER";0,76977;98,73;-0,4;-0,4;;-0,003;-0,003;
2019;1;3;1;2;2;1;"ROPA DE ABRIGO PARA MUJER";0,20708;98,65;-0,3;-0,3;;-0,001;-0,001;
2019;1;3;1;2;2;2;"PANTALÓN, FALDA Y VESTIDO PARA MUJER";0,28385;96,32;-0,6;-0,6;;-0,002;-0,002;
2019;1;3;1;2;2;3;"BLUSA Y POLERA PARA MUJER";0,16895;103,82;-0,3;-0,3;;-0,001;-0,001;
2019;1;3;1;2;2;4;"ROPA DEPORTIVA Y DE BAÑO PARA MUJER";0,02628;91,7;-1,5;-1,5;;0;0;
2019;1;3;1;2;2;5;"ROPA INTERIOR Y DE DORMIR PARA MUJER";0,08361;99,01;0,4;0,4;;0;0;
2019;1;3;1;2;3;;"VESTUARIO INFANTIL";0,27728;94,02;0,1;0,1;;0;0;
2019;1;3;1;2;3;1;"ROPA DE ABRIGO INFANTIL";0,05708;93,75;1,1;1,1;;0,001;0,001;
2019;1;3;1;2;3;2;"PANTALÓN, FALDA Y VESTIDO INFANTIL";0,07989;96,06;0;0;;0;0;
2019;1;3;1;2;3;3;"CAMISA, BLUSA Y POLERA INFANTIL";0,05971;93,51;0;0;;0;0;
2019;1;3;1;2;3;4;"ROPA DEPORTIVA, SHORTS, BERMUDAS Y TRAJES DE BAÑO INFANTIL";0,03397;86,45;0,2;0,2;;0;0;
2019;1;3;1;2;3;5;"ROPA INTERIOR Y DE DORMIR INFANTIL";0,02386;98,77;-0,5;-0,5;;0;0;
2019;1;3;1;2;3;6;"VESTUARIO PARA LACTANTE";0,02277;95,14;-1,1;-1,1;;0;0;
2019;1;3;1;2;4;;"VESTUARIO ESCOLAR";0,39907;102,64;2,7;2,7;;0,011;0,011;
2019;1;3;1;2;4;1;"UNIFORME Y ROPA DEPORTIVA ESCOLAR";0,39907;102,64;2,7;2,7;;0,011;0,011;
2019;1;3;1;3;;;"ARTÍCULOS Y ACCESORIOS DE VESTIR";0,11757;100,83;0,2;0,2;;0;0;
2019;1;3;1;3;1;;"ARTÍCULOS Y ACCESORIOS DE VESTIR";0,11757;100,83;0,2;0,2;;0;0;
2019;1;3;1;3;1;1;"ARTÍCULOS PARA REPARACIÓN DE VESTUARIO";0,03652;102,94;0,3;0,3;;0;0;
2019;1;3;1;3;1;2;"ACCESORIOS DE VESTIR";0,08105;99,89;0,1;0,1;;0;0;
2019;1;3;1;4;;;"LIMPIEZA Y REPARACIÓN DE VESTUARIO";0,06004;101,57;0,4;0,4;;0;0;
2019;1;3;1;4;1;;"SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO";0,06004;101,57;0,4;0,4;;0;0;
2019;1;3;1;4;1;1;"SERVICIO DE LIMPIEZA Y REPARACIÓN DE VESTUARIO";0,06004;101,57;0,4;0,4;;0;0;
2019;1;3;2;;;;"CALZADO";1,20103;98,32;-0,8;-0,8;;-0,009;-0,009;
2019;1;3;2;1;;;"ZAPATOS Y OTROS CALZADOS";1,20103;98,32;-0,8;-0,8;;-0,009;-0,009;
2019;1;3;2;1;1;;"CALZADO PARA HOMBRE";0,38761;97,91;-0,5;-0,5;;-0,002;-0,002;
2019;1;3;2;1;1;1;"ZAPATILLAS PARA HOMBRE";0,23515;97,37;-0,7;-0,7;;-0,002;-0,002;
2019;1;3;2;1;1;2;"ZAPATOS PARA HOMBRE";0,15246;98,74;-0,2;-0,2;;0;0;
2019;1;3;2;1;2;;"CALZADO PARA MUJER";0,47835;98,22;-1,9;-1,9;;-0,009;-0,009;
2019;1;3;2;1;2;1;"ZAPATILLAS PARA MUJER";0,14788;97,09;-0,7;-0,7;;-0,001;-0,001;
2019;1;3;2;1;2;2;"ZAPATOS PARA MUJER";0,14463;95,78;-4,5;-4,5;;-0,006;-0,006;
2019;1;3;2;1;2;3;"CALZADO DE ESTACIÓN PARA MUJER";0,18584;101;-0,8;-0,8;;-0,002;-0,002;
2019;1;3;2;1;3;;"CALZADO INFANTIL";0,33507;98,93;0,4;0,4;;0,001;0,001;
2019;1;3;2;1;3;1;"ZAPATILLA INFANTIL";0,1438;96,79;0,3;0,3;;0;0;
2019;1;3;2;1;3;2;"ZAPATO INFANTIL";0,04193;99,83;-0,1;-0,1;;0;0;
2019;1;3;2;1;3;3;"CALZADO ESCOLAR";0,14934;100,74;0,7;0,7;;0,001;0,001;
2019;1;4;;;;;"VIVIENDA Y SERVICIOS BÁSICOS";14,8272;101,71;0,3;0,3;;0,051;0,051;
2019;1;4;1;;;;"ARRIENDOS EFECTIVOS";5,52872;102,11;0,3;0,3;;0,019;0,019;
2019;1;4;1;1;;;"ARRIENDOS EFECTIVOS";5,52872;102,11;0,3;0,3;;0,019;0,019;
2019;1;4;1;1;1;;"ARRIENDO EFECTIVO";5,52872;102,11;0,3;0,3;;0,019;0,019;
2019;1;4;1;1;1;1;"ARRIENDO";5,52872;102,11;0,3;0,3;;0,019;0,019;
2019;1;4;2;;;;"CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";1,71195;103,46;0,4;0,4;;0,007;0,007;
2019;1;4;2;1;;;"MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";0,82245;103,72;0,5;0,5;;0,004;0,004;
2019;1;4;2;1;1;;"MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";0,82245;103,72;0,5;0,5;;0,004;0,004;
2019;1;4;2;1;1;1;"MATERIALES PARA LA REPARACIÓN DE LA VIVIENDA";0,46731;104,72;0,5;0,5;;0,002;0,002;
2019;1;4;2;1;1;2;"PINTURA Y BARNIZ";0,15008;102,59;0,2;0,2;;0;0;
2019;1;4;2;1;1;3;"GRIFERIA Y ACCESORIOS";0,15152;101,33;0,8;0,8;;0,001;0,001;
2019;1;4;2;1;1;4;"SELLANTES Y PEGAMENTOS";0,05354;104,98;0,9;0,9;;0;0;
2019;1;4;2;2;;;"SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";0,8895;103,22;0,3;0,3;;0,003;0,003;
2019;1;4;2;2;1;;"SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";0,8895;103,22;0,3;0,3;;0,003;0,003;
2019;1;4;2;2;1;1;"SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA";0,8895;103,22;0,3;0,3;;0,003;0,003;
2019;1;4;3;;;;"SUMINISTROS DE AGUA Y SERVICIOS DIVERSOS RELACIONADOS CON LA VIVIENDA";3,19834;103,94;1,6;1,6;;0,052;0,052;
2019;1;4;3;1;;;"SUMINISTRO DE AGUA";1,65637;102,5;0;0;;0;0;
2019;1;4;3;1;1;;"SUMINISTRO DE AGUA Y ALCANTARILLADO";1,65637;102,5;0;0;;0;0;
2019;1;4;3;1;1;1;"AGUA POTABLE";1,65637;102,5;0;0;;0;0;
2019;1;4;3;2;;;"SERVICIO DE RETIRO DE BASURA";0,09053;102,75;0;0;;0;0;
2019;1;4;3;2;1;;"SERVICIO DE RETIRO DE BASURA";0,09053;102,75;0;0;;0;0;
2019;1;4;3;2;1;1;"SERVICIO DE RETIRO DE BASURA";0,09053;102,75;0;0;;0;0;
2019;1;4;3;3;;;"OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA";1,45144;105,66;3,5;3,5;;0,051;0,051;
2019;1;4;3;3;1;;"OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA";0,08189;104,69;0;0;;0;0;
2019;1;4;3;3;1;1;"SERVICIO DE ALARMA PARA LA VIVIENDA";0,08189;104,69;0;0;;0;0;
2019;1;4;3;3;2;;"GASTOS DE COPROPIEDAD";1,36955;105,72;3,7;3,7;;0,051;0,051;
2019;1;4;3;3;2;1;"GASTO COMÚN";1,36955;105,72;3,7;3,7;;0,051;0,051;
2019;1;4;4;;;;"ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES";4,38819;98,88;-0,6;-0,6;;-0,027;-0,027;
2019;1;4;4;1;;;"ELECTRICIDAD";2,27238;98,03;1;1;;0,023;0,023;
2019;1;4;4;1;1;;"ELECTRICIDAD";2,27238;98,03;1;1;;0,023;0,023;
2019;1;4;4;1;1;1;"ELECTRICIDAD";2,27238;98,03;1;1;;0,023;0,023;
2019;1;4;4;2;;;"GAS";1,61066;100,86;-2,7;-2,7;;-0,044;-0,044;
2019;1;4;4;2;1;;"GAS POR RED";0,46326;104,04;-3,9;-3,9;;-0,02;-0,02;
2019;1;4;4;2;1;1;"GAS POR RED";0,46326;104,04;-3,9;-3,9;;-0,02;-0,02;
2019;1;4;4;2;2;;"GAS LICUADO";1,1474;99,58;-2,1;-2,1;;-0,025;-0,025;
2019;1;4;4;2;2;1;"GAS LICUADO";1,1474;99,58;-2,1;-2,1;;-0,025;-0,025;
2019;1;4;4;3;;;"OTROS COMBUSTIBLES DE USO DOMÉSTICO";0,50515;96,38;-1,1;-1,1;;-0,005;-0,005;
2019;1;4;4;3;1;;"OTROS COMBUSTIBLES DE USO DOMÉSTICO";0,50515;96,38;-1,1;-1,1;;-0,005;-0,005;
2019;1;4;4;3;1;1;"CARBÓN";0,04009;100,89;0,2;0,2;;0;0;
2019;1;4;4;3;1;2;"PARAFINA";0,11292;98,14;-2,4;-2,4;;-0,003;-0,003;
2019;1;4;4;3;1;3;"LEÑA";0,35214;95,31;-0,7;-0,7;;-0,002;-0,002;
2019;1;5;;;;;"EQUIPAMIENTO Y MANTENCIÓN DEL HOGAR";6,52285;100,45;0,6;0,6;;0,038;0,038;
